tradeId,tickerA,tickerB,sector,entryDate,exitDate,direction,entryPriceA,entryPriceB,beta,olsR2,halfLife,kappa,sigma,theta,ouR2,entryRollingZ,entryOuZ,exitRollingZ,exitOuZ,mlScore,mlGrade,mlProb,holdDays,exitReason,pnlUsd,pnlPct,pnlAfterCost,cost,zReverted,betaDriftAtExit,maxBetaDrift,maxPnlPct,minPnlPct
577,AIR.PA,ESLT,DEFENSE,2025-09-11,2025-10-24,SHORT_A_LONG_B,194,504.0352,0.245754,0.3938,26.11,0.026546,0.285027,3.58735,0.9387,2.0766,1.9412,1.6829,2.9455,-2,D,0.2917,31,OVERTIME,-80.82,-8.082,-88.82,8,1,230.68,238.48,0.678,-8.082
578,AIR.PA,ESLT,DEFENSE,2025-10-30,2025-11-07,SHORT_A_LONG_B,212.7,471.7008,0.245754,0.3938,26.11,0.026546,0.285027,3.58735,0.9387,2.3067,3.3313,0.4088,3.0729,-2,D,0.2917,6,REVERT,19.9,1.99,11.9,8,1,246.07,247.58,1.99,-0.232
579,AIR.PA,ESLT,DEFENSE,2025-11-18,2025-12-30,LONG_A_SHORT_B,204.15,503.3679,0.245754,0.3938,26.11,0.026546,0.285027,3.58735,0.9387,-2.382,2.5998,-0.3502,1.8266,-2,D,0.2917,27,REVERT,-62.45,-6.245,-70.45,8,1,222.6,243.94,2.019,-8.438
580,AIR.PA,ESLT,DEFENSE,2026-01-13,2026-02-13,SHORT_A_LONG_B,220.2,699.5,0.245754,0.3938,26.11,0.026546,0.285027,3.58735,0.9387,2.0021,2.5333,-0.4008,0.9085,-2,D,0.2917,22,REVERT,118.05,11.805,110.05,8,1,216.29,227,14.326,2.373
581,AIR.PA,ESLT,DEFENSE,2026-02-23,2026-04-01,LONG_A_SHORT_B,183.14,745.58,0.245754,0.3938,26.11,0.026546,0.285027,3.58735,0.9387,-2.6154,-0.0328,-0.0671,-1.7292,-1,D,0.3333,27,REVERT,-132.97,-13.297,-140.97,8,1,162.27,215.45,1.316,-17.907
582,MTX.DE,ESLT,DEFENSE,2025-06-13,2025-07-01,LONG_A_SHORT_B,341.2,453.0075,0.476512,0.5809,64.49,0.010749,0.298756,2.993202,0.9623,-2.8164,-0.5846,0.0533,0.033,-1,D,0.3333,11,REVERT,80.47,8.047,72.47,8,1,96.52,99.29,12.796,2.946
583,MTX.DE,ESLT,DEFENSE,2025-07-17,2025-07-23,SHORT_A_LONG_B,388.9,428.7864,0.476512,0.5809,64.49,0.010749,0.298756,2.993202,0.9623,2.9445,0.6388,0.0678,0.3271,-1,D,0.3333,4,REVERT,40.08,4.008,32.08,8,1,101.26,103.35,4.008,0.562
584,MTX.DE,ESLT,DEFENSE,2025-07-25,2025-08-07,LONG_A_SHORT_B,358.5,451.5525,0.476512,0.5809,64.49,0.010749,0.298756,2.993202,0.9623,-2.4352,-0.1873,-0.1324,0.1597,-2,D,0.2917,9,REVERT,46.19,4.619,38.19,8,1,97.92,100.63,4.619,1.13
585,MTX.DE,ESLT,DEFENSE,2025-09-04,2025-09-23,LONG_A_SHORT_B,368.7,478.1977,0.476512,0.5809,64.49,0.010749,0.298756,2.993202,0.9623,-2.2258,-0.1816,-0.4825,-0.438,-2,D,0.2917,13,REVERT,-33.2,-3.32,-41.2,8,1,92.65,97.64,-2.12,-6.078
586,MTX.DE,ESLT,DEFENSE,2025-10-01,2025-10-14,SHORT_A_LONG_B,395.1,503.6662,0.476512,0.5809,64.49,0.010749,0.298756,2.993202,0.9623,3.1024,0.1645,0.2984,-0.1119,-1,D,0.3333,9,REVERT,35.33,3.533,27.33,8,1,95.2,98.43,3.533,-0.928
587,MTX.DE,ESLT,DEFENSE,2025-11-17,2025-12-08,LONG_A_SHORT_B,356.7,502.549,0.476512,0.5809,64.49,0.010749,0.298756,2.993202,0.9623,-2.7592,-0.6238,-0.1386,-0.5236,-1,D,0.3333,14,REVERT,12.55,1.255,4.55,8,1,92.71,95.45,2.204,-1.031
588,MTX.DE,ESLT,DEFENSE,2025-12-16,2026-01-02,LONG_A_SHORT_B,351.2,522.3722,0.476512,0.5809,64.49,0.010749,0.298756,2.993202,0.9623,-2.0685,-0.8884,-0.3337,-0.9212,-2,D,0.2917,8,REVERT,-6.53,-0.653,-14.53,8,1,90.76,93.25,-0.476,-4.554
589,MTX.DE,ESLT,DEFENSE,2026-01-12,2026-02-02,LONG_A_SHORT_B,381.6,717.04,0.476512,0.5809,64.49,0.010749,0.298756,2.993202,0.9623,-2.1919,-1.4176,-0.3242,-1.4161,-2,D,0.2917,14,REVERT,0.1,0.01,-7.9,8,1,85.6,88.9,2.843,-3.616
590,MTX.DE,ESLT,DEFENSE,2026-02-09,2026-02-23,SHORT_A_LONG_B,386.2,670.81,0.476512,0.5809,64.49,0.010749,0.298756,2.993202,0.9623,2.2089,-1.0768,0.1745,-1.2444,-2,D,0.2917,9,REVERT,23.85,2.385,15.85,8,1,85.62,89.72,2.815,-1.919
591,MTX.DE,ESLT,DEFENSE,2026-02-24,2026-03-31,LONG_A_SHORT_B,371.1,761.52,0.476512,0.5809,64.49,0.010749,0.298756,2.993202,0.9623,-2.2227,-1.8584,-0.4942,-3.664,-2,D,0.2917,25,REVERT,-219.44,-21.944,-227.44,8,1,53.29,86.25,3.151,-27.371
592,XOM,CVX,ENERGY,2025-06-13,2025-06-24,SHORT_A_LONG_B,109.394,141.3272,0.253562,0.0913,16.62,0.041707,0.184629,3.417519,0.9015,2.4837,0.5471,0.266,-0.2019,3,D,0.5,6,REVERT,29.61,2.961,21.61,8,1,263.45,263.45,2.961,-1.668
593,XOM,CVX,ENERGY,2025-07-18,2025-07-28,LONG_A_SHORT_B,105.1497,145.3275,0.253562,0.0913,16.62,0.041707,0.184629,3.417519,0.9015,-2.1709,-0.6113,-0.4235,-0.0363,3,D,0.5,6,REVERT,23.51,2.351,15.51,8,1,257,258.84,2.351,0.321
594,XOM,CVX,ENERGY,2025-09-26,2025-09-30,SHORT_A_LONG_B,115.4342,156.8566,0.253562,0.0913,16.62,0.041707,0.184629,3.417519,0.9015,2.2854,1.2252,0.0882,0.4542,3,D,0.5,2,REVERT,30.42,3.042,22.42,8,1,259.69,260.03,3.042,1.917
595,XOM,CVX,ENERGY,2025-11-10,2025-11-24,SHORT_A_LONG_B,116.419,152.4396,0.253562,0.0913,16.62,0.041707,0.184629,3.417519,0.9015,2.1176,1.616,0.2804,1.5285,3,D,0.5,10,REVERT,3.57,0.357,-4.43,8,1,263.24,263.6,0.357,-1.617
596,XOM,CVX,ENERGY,2025-12-10,2025-12-17,SHORT_A_LONG_B,118.7485,149.9432,0.253562,0.0913,16.62,0.041707,0.184629,3.417519,0.9015,2.1208,2.212,0.4702,1.8446,3,D,0.5,5,REVERT,14.65,1.465,6.65,8,1,265.85,265.85,3.285,-0.116
597,XOM,CVX,ENERGY,2026-01-05,2026-02-19,SHORT_A_LONG_B,124.53,162.2627,0.253562,0.0913,16.62,0.041707,0.184629,3.417519,0.9015,2.1868,2.8953,1.0007,6.8582,3,D,0.5,31,OVERTIME,-177.13,-17.713,-185.13,8,1,273.64,274.52,4.142,-20.691
598,XOM,CVX,ENERGY,2026-03-13,2026-04-01,SHORT_A_LONG_B,156.12,196.82,0.253562,0.0913,16.62,0.041707,0.184629,3.417519,0.9015,2.1118,7.2937,0.4127,8.0052,3,D,0.5,13,REVERT,-29.09,-2.909,-37.09,8,1,271.11,271.11,-0.708,-8.043
599,XOM,HAL,ENERGY,2025-06-13,2025-06-24,SHORT_A_LONG_B,109.394,22.7606,0.110753,0.151,11.97,0.057919,0.201682,4.311496,0.8746,2.4088,1.0007,0.3612,0.4075,6,C,0.625,6,REVERT,22.2,2.22,14.2,8,1,971.74,1146.82,2.22,-2.736
600,XOM,HAL,ENERGY,2025-11-07,2025-11-24,SHORT_A_LONG_B,115.4342,27.2637,0.110753,0.151,11.97,0.057919,0.201682,4.311496,0.8746,2.2663,1.9048,0.29,2.0628,6,C,0.625,11,REVERT,-5.62,-0.562,-13.62,8,1,1026.02,1097.22,-0.562,-2.764
601,XOM,HAL,ENERGY,2026-01-02,2026-01-06,SHORT_A_LONG_B,121.8379,29.4573,0.110753,0.151,11.97,0.057919,0.201682,4.311496,0.8746,2.065,3.1216,0.4824,2.649,6,C,0.625,2,REVERT,17.65,1.765,9.65,8,1,1064.22,1070.03,1.765,-1.341
602,XOM,HAL,ENERGY,2026-01-14,2026-02-20,SHORT_A_LONG_B,129.3379,32.8807,0.110753,0.151,11.97,0.057919,0.201682,4.311496,0.8746,2.5461,4.3957,0.4084,7.6955,7,B,0.6667,25,REVERT,-131.78,-13.178,-139.78,8,1,981.29,1069.99,0.735,-18.811
603,XOM,HAL,ENERGY,2026-03-13,2026-04-01,SHORT_A_LONG_B,156.12,33.69,0.110753,0.151,11.97,0.057919,0.201682,4.311496,0.8746,2.6097,9.3651,0.193,9.7959,7,B,0.6667,13,REVERT,-15.68,-1.568,-23.68,8,1,967.14,1104.6,-0.11,-8.001
604,XOM,SLB,ENERGY,2025-06-11,2025-06-27,SHORT_A_LONG_B,106.6523,34.9232,0.271662,0.2922,12.44,0.055729,0.174302,3.676418,0.8877,2.1232,0.8483,0.487,1.2661,6,C,0.625,11,REVERT,-13.43,-1.343,-21.43,8,1,331.2,358.11,-0.43,-4.817
605,XOM,SLB,ENERGY,2025-09-02,2025-09-09,SHORT_A_LONG_B,112.9427,35.1287,0.271662,0.2922,12.44,0.055729,0.174302,3.676418,0.8877,2.0825,2.5423,-0.1755,1.4138,6,C,0.625,5,REVERT,36.48,3.648,28.48,8,1,348.4,360.02,4.917,1.955
606,XOM,SLB,ENERGY,2025-09-16,2025-09-22,SHORT_A_LONG_B,112.9329,34.7588,0.271662,0.2922,12.44,0.055729,0.174302,3.676418,0.8877,2.0222,2.6271,0.4959,2.2289,6,C,0.625,4,REVERT,13.02,1.302,5.02,8,1,361.94,363.57,1.302,-0.879
607,XOM,SLB,ENERGY,2025-11-03,2025-11-24,LONG_A_SHORT_B,112.0269,36.5145,0.271662,0.2922,12.44,0.055729,0.174302,3.676418,0.8877,-2.6995,1.9752,0.2597,3.1226,7,B,0.6667,15,REVERT,37.96,3.796,29.96,8,1,336.43,358.66,6.267,0.275
608,XOM,SLB,ENERGY,2025-12-16,2025-12-17,LONG_A_SHORT_B,113.9207,37.3895,0.271662,0.2922,12.44,0.055729,0.174302,3.676418,0.8877,-2.0052,2.2893,-0.4622,2.805,6,C,0.625,1,REVERT,17.16,1.716,9.16,8,1,353.88,353.88,1.716,1.716
609,XOM,SLB,ENERGY,2025-12-23,2026-01-08,SHORT_A_LONG_B,118.6293,37.9761,0.271662,0.2922,12.44,0.055729,0.174302,3.676418,0.8877,2.1768,3.3922,-0.1865,3.0201,6,C,0.625,10,REVERT,15.08,1.508,7.08,8,1,259.99,357.83,3.744,-1.282
610,XOM,SLB,ENERGY,2026-01-14,2026-02-20,SHORT_A_LONG_B,129.3379,46.6946,0.271662,0.2922,12.44,0.055729,0.174302,3.676418,0.8877,2.0593,4.3128,0.3846,7.5585,6,C,0.625,25,REVERT,-114.55,-11.455,-122.55,8,1,309.36,343.1,0.59,-16.647
611,XOM,SLB,ENERGY,2026-03-12,2026-04-01,SHORT_A_LONG_B,153.53,44.56,0.271662,0.2922,12.44,0.055729,0.174302,3.676418,0.8877,2.5964,9.9129,0.0682,10.3594,7,B,0.6667,14,REVERT,-13.87,-1.387,-21.87,8,1,294.56,364.03,-1.028,-7.436
613,XOM,COP,ENERGY,2025-06-13,2025-06-24,SHORT_A_LONG_B,109.394,94.5468,0.280209,0.3255,12.47,0.055605,0.171788,3.389318,0.8856,2.4598,0.9534,0.4352,0.5985,6,C,0.625,6,REVERT,11.84,1.184,3.84,8,1,258.36,258.66,1.184,-2.957
614,XOM,COP,ENERGY,2025-09-17,2025-09-22,SHORT_A_LONG_B,113.5336,92.2397,0.280209,0.3255,12.47,0.055605,0.171788,3.389318,0.8856,2.1791,2.3114,0.3084,1.5929,6,C,0.625,3,REVERT,22.96,2.296,14.96,8,1,259.54,259.89,2.296,1.078
615,XOM,COP,ENERGY,2025-10-22,2025-10-31,SHORT_A_LONG_B,112.9624,85.9376,0.280209,0.3255,12.47,0.055605,0.171788,3.389318,0.8856,2.3597,2.767,0.4467,2.5308,6,C,0.625,7,REVERT,7.7,0.77,-0.3,8,1,260.4,263.98,0.77,-1.302
616,XOM,COP,ENERGY,2025-11-07,2025-11-24,SHORT_A_LONG_B,115.4342,85.3674,0.280209,0.3255,12.47,0.055605,0.171788,3.389318,0.8856,2.1085,3.4915,0.0528,3.2775,6,C,0.625,11,REVERT,6.99,0.699,-1.01,8,1,262.77,266.99,0.699,-1.244
617,XOM,COP,ENERGY,2025-12-23,2026-01-06,SHORT_A_LONG_B,118.6293,92.0139,0.280209,0.3255,12.47,0.055605,0.171788,3.389318,0.8856,2.3898,3.6855,0.4796,3.7047,6,C,0.625,8,REVERT,-0.41,-0.041,-8.41,8,1,258.61,264.75,-0.041,-3.019
618,XOM,COP,ENERGY,2026-01-13,2026-02-20,SHORT_A_LONG_B,125.7021,95.7151,0.280209,0.3255,12.47,0.055605,0.171788,3.389318,0.8856,2.1613,5.1296,0.2096,8.7688,6,C,0.625,26,REVERT,-128.29,-12.829,-136.29,8,1,259.06,264.84,-1.329,-18.649
619,XOM,COP,ENERGY,2026-03-16,2026-04-01,SHORT_A_LONG_B,157.23,121.32,0.280209,0.3255,12.47,0.055605,0.171788,3.389318,0.8856,2.1826,9.9791,0.0938,10.1787,6,C,0.625,12,REVERT,-6.27,-0.627,-14.27,8,1,262.48,264.47,0.494,-6.385
620,XOM,EOG,ENERGY,2025-05-22,2025-06-09,LONG_A_SHORT_B,100.4664,107.808,0.446456,0.2554,16.82,0.041212,0.153612,2.544113,0.917,-2.0326,-0.708,-0.2594,-0.5539,3,D,0.5,11,REVERT,5.16,0.516,-2.84,8,1,113.05,115.6,0.516,-1.204
621,XOM,EOG,ENERGY,2025-06-16,2025-06-24,SHORT_A_LONG_B,109.7452,119.8645,0.446456,0.2554,16.82,0.041212,0.153612,2.544113,0.917,2.449,0.5087,-0.1588,-0.3323,3,D,0.5,5,REVERT,27.75,2.775,19.75,8,1,115.09,115.09,2.775,-1.198
622,XOM,EOG,ENERGY,2025-07-10,2025-07-17,SHORT_A_LONG_B,112.1356,118.4536,0.446456,0.2554,16.82,0.041212,0.153612,2.544113,0.917,2.1081,1.3049,0.3841,0.7034,3,D,0.5,5,REVERT,19.94,1.994,11.94,8,1,115.2,116.05,1.994,0.045
623,XOM,EOG,ENERGY,2025-09-16,2025-10-09,SHORT_A_LONG_B,112.9329,118.5605,0.446456,0.2554,16.82,0.041212,0.153612,2.544113,0.917,2.0929,1.5031,0.2895,2.0573,3,D,0.5,17,REVERT,-17.52,-1.752,-25.52,8,1,117.4,118.91,0.313,-3.519
624,XOM,EOG,ENERGY,2025-10-22,2025-11-03,SHORT_A_LONG_B,112.9624,105.2071,0.446456,0.2554,16.82,0.041212,0.153612,2.544113,0.917,2.6032,3.0936,0.4375,2.9182,4,C,0.5417,8,REVERT,5.89,0.589,-2.11,8,1,121.36,122.01,0.589,-1.605
625,XOM,EOG,ENERGY,2026-01-05,2026-01-07,SHORT_A_LONG_B,124.53,105.1972,0.446456,0.2554,16.82,0.041212,0.153612,2.544113,0.917,2.3358,5.9873,0.3272,4.7784,3,D,0.5,2,REVERT,39.46,3.946,31.46,8,1,125.12,125.17,3.946,2.934
626,XOM,EOG,ENERGY,2026-01-09,2026-02-13,SHORT_A_LONG_B,123.7849,103.9293,0.446456,0.2554,16.82,0.041212,0.153612,2.544113,0.917,2.0871,5.9699,0.4366,9.376,3,D,0.5,24,REVERT,-127.09,-12.709,-135.09,8,1,119.88,127.53,0.687,-18.699
627,XOM,EOG,ENERGY,2026-03-24,2026-04-01,SHORT_A_LONG_B,165.38,142.53,0.446456,0.2554,16.82,0.041212,0.153612,2.544113,0.917,2.1882,10.3814,0.1695,9.742,3,D,0.5,6,REVERT,21.21,2.121,13.21,8,1,124.54,124.83,2.121,-1.949
629,XOM,PSX,ENERGY,2025-06-11,2025-06-24,SHORT_A_LONG_B,106.6523,117.7902,0.270331,0.3242,11.52,0.06015,0.175684,3.38479,0.8805,2.4491,-0.1378,0.2627,-0.3122,6,C,0.625,8,REVERT,5.54,0.554,-2.46,8,1,252.55,252.55,0.554,-4.075
630,XOM,PSX,ENERGY,2025-07-18,2025-07-24,LONG_A_SHORT_B,105.1497,122.6109,0.270331,0.3242,11.52,0.06015,0.175684,3.38479,0.8805,-2.3186,-0.9223,0.0098,0.0508,6,C,0.625,4,REVERT,31.42,3.142,23.42,8,1,246.66,247.85,3.142,0.228
631,XOM,PSX,ENERGY,2025-08-29,2025-09-08,SHORT_A_LONG_B,112.5488,131.3737,0.270331,0.3242,11.52,0.06015,0.175684,3.38479,0.8805,2.0845,0.624,-0.3219,-0.4013,6,C,0.625,5,REVERT,32.03,3.203,24.03,8,1,246.2,247.91,4.016,-0.297
632,XOM,PSX,ENERGY,2025-11-10,2025-11-24,SHORT_A_LONG_B,116.419,136.3599,0.270331,0.3242,11.52,0.06015,0.175684,3.38479,0.8805,2.1407,1.368,0.3605,1.3067,6,C,0.625,10,REVERT,2.03,0.203,-5.97,8,1,244.21,247.66,0.203,-1.383
633,XOM,PSX,ENERGY,2025-12-22,2026-01-06,SHORT_A_LONG_B,117.3677,127.9382,0.270331,0.3242,11.52,0.06015,0.175684,3.38479,0.8805,2.2954,2.1624,0.4942,2.4337,6,C,0.625,9,REVERT,-8.49,-0.849,-16.49,8,1,241.26,254.56,-0.849,-3.799
634,XOM,PSX,ENERGY,2026-01-14,2026-02-17,SHORT_A_LONG_B,129.3379,140.2371,0.270331,0.3242,11.52,0.06015,0.175684,3.38479,0.8805,2.3988,4.4284,0.4159,7.3173,6,C,0.625,22,REVERT,-98.23,-9.823,-106.23,8,1,249.52,257.25,0.558,-15.633
635,XOM,PSX,ENERGY,2026-03-17,2026-04-01,SHORT_A_LONG_B,158.81,172.71,0.270331,0.3242,11.52,0.06015,0.175684,3.38479,0.8805,2.0471,9.0974,0.3305,9.3412,6,C,0.625,11,REVERT,-7.82,-0.782,-15.82,8,1,251.7,253.76,1.291,-6.078
636,XOM,TTE.PA,ENERGY,2025-06-13,2025-06-24,SHORT_A_LONG_B,109.394,51.7125,0.261539,0.1827,9.98,0.06947,0.21383,3.638815,0.8531,2.4676,0.6693,0.3231,-0.083,7,B,0.6667,6,REVERT,26.7,2.67,18.7,8,1,331.5,334.31,2.67,-1.955
637,XOM,TTE.PA,ENERGY,2025-08-27,2025-09-05,SHORT_A_LONG_B,111.0323,51.0061,0.261539,0.1827,9.98,0.06947,0.21383,3.638815,0.8531,2.0335,1.1802,0.1693,0.4941,7,B,0.6667,6,REVERT,24.39,2.439,16.39,8,1,337.95,337.95,2.439,-1.563
638,XOM,TTE.PA,ENERGY,2025-10-16,2025-10-30,LONG_A_SHORT_B,108.9544,51.2345,0.261539,0.1827,9.98,0.06947,0.21383,3.638815,0.8531,-2.2815,0.6251,0.2152,1.4741,7,B,0.6667,10,REVERT,31.28,3.128,23.28,8,1,334.25,336.49,4.47,1.377
639,XOM,TTE.PA,ENERGY,2025-11-07,2025-11-20,SHORT_A_LONG_B,115.4342,52.2189,0.261539,0.1827,9.98,0.06947,0.21383,3.638815,0.8531,2.1006,2.086,0.3772,2.0028,7,B,0.6667,9,REVERT,3.18,0.318,-4.82,8,1,326.28,337.37,0.318,-1.51
640,XOM,TTE.PA,ENERGY,2026-01-02,2026-01-07,SHORT_A_LONG_B,121.8379,55.5114,0.261539,0.1827,9.98,0.06947,0.21383,3.638815,0.8531,2.0756,3.1375,0.1322,2.5248,7,B,0.6667,3,REVERT,21.84,2.184,13.84,8,1,338.3,339.13,2.184,-2.354
641,XOM,TTE.PA,ENERGY,2026-01-14,2026-02-17,SHORT_A_LONG_B,129.3379,56.4614,0.261539,0.1827,9.98,0.06947,0.21383,3.638815,0.8531,2.3252,4.6678,0.4177,7.1622,7,B,0.6667,22,REVERT,-95.87,-9.587,-103.87,8,1,337.61,345.69,0.675,-16.196
642,XOM,TTE.PA,ENERGY,2026-03-24,2026-04-01,SHORT_A_LONG_B,165.38,76.4,0.261539,0.1827,9.98,0.06947,0.21383,3.638815,0.8531,2.6476,9.2814,-0.062,8.3917,8,B,0.7083,6,REVERT,31.79,3.179,23.79,8,1,323.3,332.06,3.179,-2.959
643,XOM,SHEL.L,ENERGY,2025-06-13,2025-06-24,SHORT_A_LONG_B,109.394,2630.2444,0.181224,0.06,11.77,0.058885,0.216715,3.253143,0.8685,2.4404,0.3696,0.2597,-0.4113,6,C,0.625,6,REVERT,30.51,3.051,22.51,8,1,224.36,226.16,3.051,-1.943
644,XOM,SHEL.L,ENERGY,2025-08-27,2025-09-05,SHORT_A_LONG_B,111.0323,2714.991,0.181224,0.06,11.77,0.058885,0.216715,3.253143,0.8685,2.0133,0.5988,0.1473,-0.0484,6,C,0.625,6,REVERT,25.35,2.535,17.35,8,1,224.98,226.05,2.535,-1.621
645,XOM,SHEL.L,ENERGY,2025-10-10,2025-10-20,LONG_A_SHORT_B,109.0431,2695.4946,0.181224,0.06,11.77,0.058885,0.216715,3.253143,0.8685,-2.0304,0.1772,-0.3204,0.5952,6,C,0.625,6,REVERT,16.78,1.678,8.78,8,1,225.2,225.22,1.678,0.05
646,XOM,SHEL.L,ENERGY,2025-11-07,2025-11-24,SHORT_A_LONG_B,115.4342,2848.4661,0.181224,0.06,11.77,0.058885,0.216715,3.253143,0.8685,2.146,1.3575,0.2764,1.4313,6,C,0.625,11,REVERT,-2.87,-0.287,-10.87,8,1,226.36,227.27,-0.287,-2.631
647,XOM,SHEL.L,ENERGY,2025-12-10,2025-12-18,SHORT_A_LONG_B,118.7485,2708.7422,0.181224,0.06,11.77,0.058885,0.216715,3.253143,0.8685,2.3706,2.2982,0.2016,1.739,6,C,0.625,6,REVERT,21.95,2.195,13.95,8,1,229.25,229.84,3.514,-0.013
648,XOM,SHEL.L,ENERGY,2026-01-02,2026-01-07,SHORT_A_LONG_B,121.8379,2759.2375,0.181224,0.06,11.77,0.058885,0.216715,3.253143,0.8685,2.1183,2.8597,-0.0708,2.1673,6,C,0.625,3,REVERT,27.09,2.709,19.09,8,1,230.14,232.64,2.709,-2.351
649,XOM,SHEL.L,ENERGY,2026-01-09,2026-02-20,SHORT_A_LONG_B,123.7849,2639.7488,0.181224,0.06,11.77,0.058885,0.216715,3.253143,0.8685,2.0271,3.4599,0.318,7.3371,6,C,0.625,28,REVERT,-169.16,-16.916,-177.16,8,1,242.54,245.37,0.613,-22.957
650,XOM,SHEL.L,ENERGY,2026-03-17,2026-04-01,SHORT_A_LONG_B,158.81,3474,0.181224,0.06,11.77,0.058885,0.216715,3.253143,0.8685,2.0576,8.4723,0.2204,8.8224,6,C,0.625,11,REVERT,-14,-1.4,-22,8,1,241.42,243.74,0.703,-7.628
651,XOM,BP.L,ENERGY,2025-06-13,2025-06-24,SHORT_A_LONG_B,109.394,386.1901,0.040069,0.0103,12.06,0.057459,0.227445,4.439266,0.8628,2.4625,0.4028,0.2943,-0.3624,6,C,0.625,6,REVERT,31.81,3.181,23.81,8,1,1814,1824.46,3.181,-2.318
652,XOM,BP.L,ENERGY,2025-08-28,2025-09-05,SHORT_A_LONG_B,111.6232,428.9859,0.040069,0.0103,12.06,0.057459,0.227445,4.439266,0.8628,2.0283,0.7805,0.0567,-0.0654,6,C,0.625,5,REVERT,35.09,3.509,27.09,8,1,1792.67,1793.78,3.509,-1.135
653,XOM,BP.L,ENERGY,2025-09-26,2025-09-30,SHORT_A_LONG_B,115.4342,445.3815,0.040069,0.0103,12.06,0.057459,0.227445,4.439266,0.8628,2.0481,1.5392,-0.13,0.6623,6,C,0.625,2,REVERT,36.36,3.636,28.36,8,1,1792.1,1792.1,3.636,2.461
654,XOM,BP.L,ENERGY,2025-11-10,2025-11-24,SHORT_A_LONG_B,116.419,464.0266,0.040069,0.0103,12.06,0.057459,0.227445,4.439266,0.8628,2.0338,1.7013,0.0262,1.4739,6,C,0.625,10,REVERT,9.57,0.957,1.57,8,1,1781.88,1790.34,0.957,-1.816
655,XOM,BP.L,ENERGY,2026-01-02,2026-01-07,SHORT_A_LONG_B,121.8379,437.8419,0.040069,0.0103,12.06,0.057459,0.227445,4.439266,0.8628,2.2111,2.8329,-0.1718,2.0601,6,C,0.625,3,REVERT,32.12,3.212,24.12,8,1,1825.19,1832.05,3.212,-2.234
656,XOM,BP.L,ENERGY,2026-01-14,2026-02-20,SHORT_A_LONG_B,129.3379,443.4412,0.040069,0.0103,12.06,0.057459,0.227445,4.439266,0.8628,2.3976,4.2342,0.4626,7.2575,6,C,0.625,25,REVERT,-136.54,-13.654,-144.54,8,1,1846.63,1884.95,0.771,-19.213
657,XOM,BP.L,ENERGY,2026-03-13,2026-04-01,SHORT_A_LONG_B,156.12,534.3,0.040069,0.0103,12.06,0.057459,0.227445,4.439266,0.8628,2.2762,8.5103,0.2373,9.1349,6,C,0.625,13,REVERT,-26.72,-2.672,-34.72,8,1,1793.79,1859.07,-0.666,-9.324
658,XOM,EQNR.OL,ENERGY,2025-06-13,2025-06-24,SHORT_A_LONG_B,109.394,261.5684,0.033484,0.0013,11.98,0.057874,0.231137,4.500233,0.8571,2.1779,0.1946,0.303,-0.5601,6,C,0.625,6,REVERT,31.78,3.178,23.78,8,1,2304.15,2345.43,3.178,-2.209
659,XOM,EQNR.OL,ENERGY,2025-08-27,2025-09-05,SHORT_A_LONG_B,111.0323,243.3261,0.033484,0.0013,11.98,0.057874,0.231137,4.500233,0.8571,2.0002,0.5985,-0.0406,-0.1074,6,C,0.625,6,REVERT,29.75,2.975,21.75,8,1,2387.18,2395.1,2.975,-1.737
660,XOM,EQNR.OL,ENERGY,2025-09-26,2025-09-30,SHORT_A_LONG_B,115.4342,250.2256,0.033484,0.0013,11.98,0.057874,0.231137,4.500233,0.8571,2.052,1.4851,-0.1214,0.6207,6,C,0.625,2,REVERT,36.3,3.63,28.3,8,1,2388.63,2389.12,3.63,2.458
661,XOM,EQNR.OL,ENERGY,2025-11-10,2025-11-24,SHORT_A_LONG_B,116.419,234.5804,0.033484,0.0013,11.98,0.057874,0.231137,4.500233,0.8571,2.1008,1.7341,0.0803,1.5083,6,C,0.625,10,REVERT,9.62,0.962,1.62,8,1,2395.34,2418.86,0.962,-1.691
662,XOM,EQNR.OL,ENERGY,2026-01-02,2026-01-07,SHORT_A_LONG_B,121.8379,238.4188,0.033484,0.0013,11.98,0.057874,0.231137,4.500233,0.8571,2.3163,2.7845,-0.0992,2.0093,6,C,0.625,3,REVERT,32.61,3.261,24.61,8,1,2434.52,2457.46,3.261,-2.264
663,XOM,EQNR.OL,ENERGY,2026-01-14,2026-02-20,SHORT_A_LONG_B,129.3379,246.7082,0.033484,0.0013,11.98,0.057874,0.231137,4.500233,0.8571,2.4099,4.1536,0.4287,7.1078,6,C,0.625,25,REVERT,-135.06,-13.506,-143.06,8,1,2405.58,2466.18,0.787,-19.206
664,XOM,EQNR.OL,ENERGY,2026-03-13,2026-04-01,SHORT_A_LONG_B,156.12,338.9,0.033484,0.0013,11.98,0.057874,0.231137,4.500233,0.8571,2.2853,8.3026,0.2131,8.8619,6,C,0.625,13,REVERT,-23.9,-2.39,-31.9,8,1,2185.23,2410.28,-0.618,-9.029
665,XOM,ENI.MI,ENERGY,2025-05-21,2025-06-09,LONG_A_SHORT_B,101.1396,12.4459,0.68043,0.3853,6.13,0.113005,0.216064,2.960901,0.7974,-2.0985,-2.0968,-0.4614,-2.253,9,B,0.75,12,REVERT,-4.61,-0.461,-12.61,8,1,134.85,146.93,0.772,-2.748
